@relation circle

@attribute x numeric
@attribute y numeric
@attribute class {q,c}

@data
-0.05,-0.8,c
-0.05,-0.75,c
-0.05,-0.7,c
-0.05,-0.65,c
-0.05,-0.6,c
-0.05,-0.55,c
-0.05,-0.5,c
-0.05,-0.45,c
-0.05,-0.4,c
-0.05,-0.35,c
-0.05,-0.3,c
-0.05,-0.25,c
-0.05,-0.2,c
-0.05,-0.15,c
-0.05,-0.1,c
-0.05,-0.05,c
-0.05,0,c
-0.05,0.05,c
-0.05,0.1,c
-0.05,0.15,c
-0.05,0.2,c
-0.05,0.25,c
-0.05,0.3,c
-0.05,0.35,c
-0.05,0.4,c
-0.05,0.45,c
-0.05,0.5,c
-0.05,0.55,c
-0.05,0.6,c
-0.05,0.65,c
-0.05,0.7,c
-0.05,0.75,c
-0.05,0.8,c
-0.05,0.85,c
-0.05,0.9,c
-0.05,0.95,c
-0.05,1,q
-0.05,1.05,q
-0.05,1.1,q
-0.05,1.15,q
-0.05,1.2,q
-0.05,1.25,q
0,-1.25,q
0,-1.2,q
0,-1.15,q
0,-1.1,q
0,-1.05,q
0,-1,c
0,-0.95,c
0,-0.9,c
0,-0.85,c
0,-0.8,c
0,-0.75,c
0,-0.7,c
0,-0.65,c
0,-0.6,c
0,-0.55,c
0,-0.5,c
0,-0.45,c
0,-0.4,c
0,-0.35,c
0,-0.3,c
0,-0.25,c
0,-0.2,c
0,-0.15,c
0,-0.1,c
0,-0.05,c
0,0,c
0,0.05,c
0,0.1,c
0,0.15,c
0,0.2,c
0,0.25,c
0,0.3,c
0,0.35,c
0,0.4,c
0,0.45,c
0,0.5,c
0,0.55,c
0,0.6,c
0,0.65,c
0,0.7,c
0,0.75,c
0,0.8,c
0,0.85,c
0,0.9,c
0,0.95,c
0,1,q
0,1.05,q
0,1.1,q
0,1.15,q
0,1.2,q
0,1.25,q
0.05,-1.25,q
0.05,-1.2,q
0.05,-1.15,q
0.05,-1.1,q
0.05,-1.05,q
0.05,-1,q
0.05,-0.95,c
0.05,-0.9,c
0.05,-0.85,c
0.05,-0.8,c
0.05,-0.75,c
0.05,-0.7,c
0.05,-0.65,c
0.05,-0.6,c
0.05,-0.55,c
0.05,-0.5,c
0.05,-0.45,c
0.05,-0.4,c
0.05,-0.35,c
0.05,-0.3,c
0.05,-0.25,c
0.05,-0.2,c
0.05,-0.15,c
0.05,-0.1,c
0.05,-0.05,c
0.05,0,c
0.05,0.05,c
0.05,0.1,c
0.05,0.15,c
0.05,0.2,c
0.05,0.25,c
0.05,0.3,c
0.05,0.35,c
0.05,0.4,c
0.05,0.45,c
0.05,0.5,c
0.05,0.55,c
0.05,0.6,c
0.05,0.65,c
0.05,0.7,c
0.05,0.75,c
0.05,0.8,c
0.05,0.85,c
0.05,0.9,c
0.05,0.95,c
0.05,1,q
0.05,1.05,q
0.05,1.1,q
0.05,1.15,q
0.05,1.2,q
0.05,1.25,q
0.1,-1.25,q
0.1,-1.2,q
0.1,-1.15,q
0.1,-1.1,q
0.1,-1.05,q
0.1,-1,q
0.1,-0.95,c
0.1,-0.9,c
0.1,-0.85,c
0.1,-0.8,c
0.1,-0.75,c
0.1,-0.7,c
0.1,-0.65,c
0.1,-0.6,c
0.1,-0.55,c
0.1,-0.5,c
0.1,-0.45,c
0.1,-0.4,c
0.1,-0.35,c
0.1,-0.3,c
0.1,-0.25,c
0.1,-0.2,c
0.1,-0.15,c
0.1,-0.1,c
0.1,-0.05,c
0.1,0,c
0.1,0.05,c
0.1,0.1,c
0.1,0.15,c
0.1,0.2,c
0.1,0.25,c
0.1,0.3,c
0.1,0.35,c
0.1,0.4,c
0.1,0.45,c
0.1,0.5,c
0.1,0.55,c
0.1,0.6,c
0.1,0.65,c
0.1,0.7,c
0.1,0.75,c
0.1,0.8,c
0.1,0.85,c
0.1,0.9,c
0.1,0.95,c
0.1,1,q
0.1,1.05,q
0.1,1.1,q
0.1,1.15,q
0.1,1.2,q
0.1,1.25,q
0.15,-1.25,q
0.15,-1.2,q
0.15,-1.15,q
0.15,-1.1,q
0.15,-1.05,q
0.15,-1,q
0.15,-0.95,c
0.15,-0.9,c
0.15,-0.85,c
0.15,-0.8,c
0.15,-0.75,c
0.15,-0.7,c
0.15,-0.65,c
0.15,-0.6,c
0.15,-0.55,c
0.15,-0.5,c
0.15,-0.45,c
0.15,-0.4,c
0.15,-0.35,c
0.15,-0.3,c
0.15,-0.25,c
0.15,-0.2,c
0.15,-0.15,c
0.15,-0.1,c
0.15,-0.05,c
0.15,0,c
0.15,0.05,c
0.15,0.1,c
0.15,0.15,c
0.15,0.2,c
0.15,0.25,c
0.15,0.3,c
0.15,0.35,c
0.15,0.4,c
0.15,0.45,c
0.15,0.5,c
0.15,0.55,c
0.15,0.6,c
0.15,0.65,c
0.15,0.7,c
0.15,0.75,c
0.15,0.8,c
0.15,0.85,c
0.15,0.9,c
0.15,0.95,c
0.15,1,q
0.15,1.05,q
0.15,1.1,q
0.15,1.15,q
0.15,1.2,q
0.15,1.25,q
0.2,-1.25,q
0.2,-1.2,q
0.2,-1.15,q
0.2,-1.1,q
0.2,-1.05,q
0.2,-1,q
0.2,-0.95,c
0.2,-0.9,c
0.2,-0.85,c
0.2,-0.8,c
0.2,-0.75,c
0.2,-0.7,c
0.2,-0.65,c
0.2,-0.6,c
0.2,-0.55,c
0.2,-0.5,c
0.2,-0.45,c
0.2,-0.4,c
0.2,-0.35,c
0.2,-0.3,c
0.2,-0.25,c
0.2,-0.2,c
0.2,-0.15,c
0.2,-0.1,c
0.2,-0.05,c
0.2,0,c
0.2,0.05,c
0.2,0.1,c
0.2,0.15,c
0.2,0.2,c
0.2,0.25,c
0.2,0.3,c
0.2,0.35,c
0.2,0.4,c
0.2,0.45,c
0.2,0.5,c
0.2,0.55,c
0.2,0.6,c
0.2,0.65,c
0.2,0.7,c
0.2,0.75,c
0.2,0.8,c
0.2,0.85,c
0.2,0.9,c
0.2,0.95,c
0.2,1,q
0.2,1.05,q
0.2,1.1,q
0.2,1.15,q
0.2,1.2,q
0.2,1.25,q
0.25,-1.25,q
0.25,-1.2,q
0.25,-1.15,q
0.25,-1.1,q
0.25,-1.05,q
0.25,-1,q
0.25,-0.95,c
0.25,-0.9,c
0.25,-0.85,c
0.25,-0.8,c
0.25,-0.75,c
0.25,-0.7,c
0.25,-0.65,c
0.25,-0.6,c
0.25,-0.55,c
0.25,-0.5,c
0.25,-0.45,c
0.25,-0.4,c
0.25,-0.35,c
0.25,-0.3,c
0.25,-0.25,c
0.25,-0.2,c
0.25,-0.15,c
0.25,-0.1,c
0.25,-0.05,c
0.25,0,c
0.25,0.05,c
0.25,0.1,c
0.25,0.15,c
0.25,0.2,c
0.25,0.25,c
0.25,0.3,c
0.25,0.35,c
0.25,0.4,c
0.25,0.45,c
0.25,0.5,c
0.25,0.55,c
0.25,0.6,c
0.25,0.65,c
0.25,0.7,c
0.25,0.75,c
0.25,0.8,c
0.25,0.85,c
0.25,0.9,c
0.25,0.95,c
0.25,1,q
0.25,1.05,q
0.25,1.1,q
0.25,1.15,q
0.25,1.2,q
0.25,1.25,q
0.3,-1.25,q
0.3,-1.2,q
0.3,-1.15,q
0.3,-1.1,q
0.3,-1.05,q
0.3,-1,q
0.3,-0.95,c
0.3,-0.9,c
0.3,-0.85,c
0.3,-0.8,c
0.3,-0.75,c
0.3,-0.7,c
0.3,-0.65,c
0.3,-0.6,c
0.3,-0.55,c
0.3,-0.5,c
0.3,-0.45,c
0.3,-0.4,c
0.3,-0.35,c
0.3,-0.3,c
0.3,-0.25,c
0.3,-0.2,c
0.3,-0.15,c
0.3,-0.1,c
0.3,-0.05,c
0.3,0,c
0.3,0.05,c
0.3,0.1,c
0.3,0.15,c
0.3,0.2,c
0.3,0.25,c
0.3,0.3,c
0.3,0.35,c
0.3,0.4,c
0.3,0.45,c
0.3,0.5,c
0.3,0.55,c
0.3,0.6,c
0.3,0.65,c
0.3,0.7,c
0.3,0.75,c
0.3,0.8,c
0.3,0.85,c
0.3,0.9,c
0.3,0.95,c
0.3,1,q
0.3,1.05,q
0.3,1.1,q
0.3,1.15,q
0.3,1.2,q
0.3,1.25,q
0.35,-1.25,q
0.35,-1.2,q
0.35,-1.15,q
0.35,-1.1,q
0.35,-1.05,q
0.35,-1,q
0.35,-0.95,q
0.35,-0.9,c
0.35,-0.85,c
0.35,-0.8,c
0.35,-0.75,c
0.35,-0.7,c
0.35,-0.65,c
0.35,-0.6,c
0.35,-0.55,c
0.35,-0.5,c
0.35,-0.45,c
0.35,-0.4,c
0.35,-0.35,c
0.35,-0.3,c
0.35,-0.25,c
0.35,-0.2,c
0.35,-0.15,c
0.35,-0.1,c
0.35,-0.05,c
0.35,0,c
0.35,0.05,c
0.35,0.1,c
0.35,0.15,c
0.35,0.2,c
0.35,0.25,c
0.35,0.3,c
0.35,0.35,c
0.35,0.4,c
0.35,0.45,c
0.35,0.5,c
0.35,0.55,c
0.35,0.6,c
0.35,0.65,c
0.35,0.7,c
0.35,0.75,c
0.35,0.8,c
0.35,0.85,c
0.35,0.9,c
0.35,0.95,q
0.35,1,q
0.35,1.05,q
0.35,1.1,q
0.35,1.15,q
0.35,1.2,q
0.35,1.25,q
0.4,-1.25,q
0.4,-1.2,q
0.4,-1.15,q
0.4,-1.1,q
0.4,-1.05,q
0.4,-1,q
0.4,-0.95,q
0.4,-0.9,c
0.4,-0.85,c
0.4,-0.8,c
0.4,-0.75,c
0.4,-0.7,c
0.4,-0.65,c
0.4,-0.6,c
0.4,-0.55,c
0.4,-0.5,c
0.4,-0.45,c
0.4,-0.4,c
0.4,-0.35,c
0.4,-0.3,c
0.4,-0.25,c
0.4,-0.2,c
0.4,-0.15,c
0.4,-0.1,c
0.4,-0.05,c
0.4,0,c
0.4,0.05,c
0.4,0.1,c
0.4,0.15,c
0.4,0.2,c
0.4,0.25,c
0.4,0.3,c
0.4,0.35,c
0.4,0.4,c
0.4,0.45,c
0.4,0.5,c
0.4,0.55,c
0.4,0.6,c
0.4,0.65,c
0.4,0.7,c
0.4,0.75,c
0.4,0.8,c
0.4,0.85,c
0.4,0.9,c
0.4,0.95,q
0.4,1,q
0.4,1.05,q
0.4,1.1,q
0.4,1.15,q
0.4,1.2,q
0.4,1.25,q
0.45,-1.25,q
0.45,-1.2,q
0.45,-1.15,q
0.45,-1.1,q
0.45,-1.05,q
0.45,-1,q
0.45,-0.95,q
0.45,-0.9,q
0.45,-0.85,c
0.45,-0.8,c
0.45,-0.75,c
0.45,-0.7,c
0.45,-0.65,c
0.45,-0.6,c
0.45,-0.55,c
0.45,-0.5,c
0.45,-0.45,c
0.45,-0.4,c
0.45,-0.35,c
0.45,-0.3,c
0.45,-0.25,c
0.45,-0.2,c
0.45,-0.15,c
0.45,-0.1,c
0.45,-0.05,c
0.45,0,c
0.45,0.05,c
0.45,0.1,c
0.45,0.15,c
0.45,0.2,c
0.45,0.25,c
0.45,0.3,c
0.45,0.35,c
0.45,0.4,c
0.45,0.45,c
0.45,0.5,c
0.45,0.55,c
0.45,0.6,c
0.45,0.65,c
0.45,0.7,c
0.45,0.75,c
0.45,0.8,c
0.45,0.85,c
0.45,0.9,q
0.45,0.95,q
0.45,1,q
0.45,1.05,q
0.45,1.1,q
0.45,1.15,q
0.45,1.2,q
0.45,1.25,q
0.5,-1.25,q
0.5,-1.2,q
0.5,-1.15,q
0.5,-1.1,q
0.5,-1.05,q
0.5,-1,q
0.5,-0.95,q
0.5,-0.9,q
0.5,-0.85,c
0.5,-0.8,c
0.5,-0.75,c
0.5,-0.7,c
0.5,-0.65,c
0.5,-0.6,c
0.5,-0.55,c
0.5,-0.5,c
0.5,-0.45,c
0.5,-0.4,c
0.5,-0.35,c
0.5,-0.3,c
0.5,-0.25,c
0.5,-0.2,c
0.5,-0.15,c
0.5,-0.1,c
0.5,-0.05,c
0.5,0,c
0.5,0.05,c
0.5,0.1,c
0.5,0.15,c
0.5,0.2,c
0.5,0.25,c
0.5,0.3,c
0.5,0.35,c
0.5,0.4,c
0.5,0.45,c
0.5,0.5,c
0.5,0.55,c
0.5,0.6,c
0.5,0.65,c
0.5,0.7,c
0.5,0.75,c
0.5,0.8,c
0.5,0.85,c
0.5,0.9,q
0.5,0.95,q
0.5,1,q
0.5,1.05,q
0.5,1.1,q
0.5,1.15,q
0.5,1.2,q
0.5,1.25,q
0.55,-1.25,q
0.55,-1.2,q
0.55,-1.15,q
0.55,-1.1,q
0.55,-1.05,q
0.55,-1,q
0.55,-0.95,q
0.55,-0.9,q
0.55,-0.85,q
0.55,-0.8,c
0.55,-0.75,c
0.55,-0.7,c
0.55,-0.65,c
0.55,-0.6,c
0.55,-0.55,c
0.55,-0.5,c
0.55,-0.45,c
0.55,-0.4,c
0.55,-0.35,c
0.55,-0.3,c
0.55,-0.25,c
0.55,-0.2,c
0.55,-0.15,c
0.55,-0.1,c
0.55,-0.05,c
0.55,0,c
0.55,0.05,c
0.55,0.1,c
0.55,0.15,c
0.55,0.2,c
0.55,0.25,c
0.55,0.3,c
0.55,0.35,c
0.55,0.4,c
0.55,0.45,c
0.55,0.5,c
0.55,0.55,c
0.55,0.6,c
0.55,0.65,c
0.55,0.7,c
0.55,0.75,c
0.55,0.8,c
0.55,0.85,q
0.55,0.9,q
0.55,0.95,q
0.55,1,q
0.55,1.05,q
0.55,1.1,q
0.55,1.15,q
0.55,1.2,q
0.55,1.25,q
0.6,-1.25,q
0.6,-1.2,q
0.6,-1.15,q
0.6,-1.1,q
0.6,-1.05,q
0.6,-1,q
0.6,-0.95,q
0.6,-0.9,q
0.6,-0.85,q
0.6,-0.8,c
0.6,-0.75,c
0.6,-0.7,c
0.6,-0.65,c
0.6,-0.6,c
0.6,-0.55,c
0.6,-0.5,c
0.6,-0.45,c
0.6,-0.4,c
0.6,-0.35,c
0.6,-0.3,c
0.6,-0.25,c
0.6,-0.2,c
0.6,-0.15,c
0.6,-0.1,c
0.6,-0.05,c
0.6,0,c
0.6,0.05,c
0.6,0.1,c
0.6,0.15,c
0.6,0.2,c
0.6,0.25,c
0.6,0.3,c
0.6,0.35,c
0.6,0.4,c
0.6,0.45,c
0.6,0.5,c
0.6,0.55,c
0.6,0.6,c
0.6,0.65,c
0.6,0.7,c
0.6,0.75,c
0.6,0.8,q
0.6,0.85,q
0.6,0.9,q
0.6,0.95,q
0.6,1,q
0.6,1.05,q
0.6,1.1,q
0.6,1.15,q
0.6,1.2,q
0.6,1.25,q
0.65,-1.25,q
0.65,-1.2,q
0.65,-1.15,q
0.65,-1.1,q
0.65,-1.05,q
0.65,-1,q
0.65,-0.95,q
0.65,-0.9,q
0.65,-0.85,q
0.65,-0.8,q
0.65,-0.75,c
0.65,-0.7,c
0.65,-0.65,c
0.65,-0.6,c
0.65,-0.55,c
0.65,-0.5,c
0.65,-0.45,c
0.65,-0.4,c
0.65,-0.35,c
0.65,-0.3,c
0.65,-0.25,c
0.65,-0.2,c
0.65,-0.15,c
0.65,-0.1,c
0.65,-0.05,c
0.65,0,c
0.65,0.05,c
0.65,0.1,c
0.65,0.15,c
0.65,0.2,c
0.65,0.25,c
0.65,0.3,c
0.65,0.35,c
0.65,0.4,c
0.65,0.45,c
0.65,0.5,c
0.65,0.55,c
0.65,0.6,c
0.65,0.65,c
0.65,0.7,c
0.65,0.75,c
0.65,0.8,q
0.65,0.85,q
0.65,0.9,q
0.65,0.95,q
0.65,1,q
0.65,1.05,q
0.65,1.1,q
0.65,1.15,q
0.65,1.2,q
0.65,1.25,q
0.7,-1.25,q
0.7,-1.2,q
0.7,-1.15,q
0.7,-1.1,q
0.7,-1.05,q
0.7,-1,q
0.7,-0.95,q
0.7,-0.9,q
0.7,-0.85,q
0.7,-0.8,q
0.7,-0.75,q
0.7,-0.7,c
0.7,-0.65,c
0.7,-0.6,c
0.7,-0.55,c
0.7,-0.5,c
0.7,-0.45,c
0.7,-0.4,c
0.7,-0.35,c
0.7,-0.3,c
0.7,-0.25,c
0.7,-0.2,c
0.7,-0.15,c
0.7,-0.1,c
0.7,-0.05,c
0.7,0,c
0.7,0.05,c
0.7,0.1,c
0.7,0.15,c
0.7,0.2,c
0.7,0.25,c
0.7,0.3,c
0.7,0.35,c
0.7,0.4,c
0.7,0.45,c
0.7,0.5,c
0.7,0.55,c
0.7,0.6,c
0.7,0.65,c
0.7,0.7,c
0.7,0.75,q
0.7,0.8,q
0.7,0.85,q
0.7,0.9,q
0.7,0.95,q
0.7,1,q
0.7,1.05,q
0.7,1.1,q
0.7,1.15,q
0.7,1.2,q
0.7,1.25,q
0.75,-1.25,q
0.75,-1.2,q
0.75,-1.15,q
0.75,-1.1,q
0.75,-1.05,q
0.75,-1,q
0.75,-0.95,q
0.75,-0.9,q
0.75,-0.85,q
0.75,-0.8,q
0.75,-0.75,q
0.75,-0.7,q
0.75,-0.65,c
0.75,-0.6,c
0.75,-0.55,c
0.75,-0.5,c
0.75,-0.45,c
0.75,-0.4,c
0.75,-0.35,c
0.75,-0.3,c
0.75,-0.25,c
0.75,-0.2,c
0.75,-0.15,c
0.75,-0.1,c
0.75,-0.05,c
0.75,0,c
0.75,0.05,c
0.75,0.1,c
0.75,0.15,c
0.75,0.2,c
0.75,0.25,c
0.75,0.3,c
0.75,0.35,c
0.75,0.4,c
0.75,0.45,c
0.75,0.5,c
0.75,0.55,c
0.75,0.6,c
0.75,0.65,c
0.75,0.7,q
0.75,0.75,q
0.75,0.8,q
0.75,0.85,q
0.75,0.9,q
0.75,0.95,q
0.75,1,q
0.75,1.05,q
0.75,1.1,q
0.75,1.15,q
0.75,1.2,q
0.75,1.25,q
0.8,-1.25,q
0.8,-1.2,q
0.8,-1.15,q
0.8,-1.1,q
0.8,-1.05,q
0.8,-1,q
0.8,-0.95,q
0.8,-0.9,q
0.8,-0.85,q
0.8,-0.8,q
0.8,-0.75,q
0.8,-0.7,q
0.8,-0.65,q
0.8,-0.6,q
0.8,-0.55,c
0.8,-0.5,c
0.8,-0.45,c
0.8,-0.4,c
0.8,-0.35,c
0.8,-0.3,c
0.8,-0.25,c
0.8,-0.2,c
0.8,-0.15,c
0.8,-0.1,c
0.8,-0.05,c
0.8,0,c
0.8,0.05,c
0.8,0.1,c
0.8,0.15,c
0.8,0.2,c
0.8,0.25,c
0.8,0.3,c
0.8,0.35,c
0.8,0.4,c
0.8,0.45,c
0.8,0.5,c
0.8,0.55,c
0.8,0.6,q
0.8,0.65,q
0.8,0.7,q
0.8,0.75,q
0.8,0.8,q
0.8,0.85,q
0.8,0.9,q
0.8,0.95,q
0.8,1,q
0.8,1.05,q
0.8,1.1,q
0.8,1.15,q
0.8,1.2,q
0.8,1.25,q
0.85,-1.25,q
0.85,-1.2,q
0.85,-1.15,q
0.85,-1.1,q
0.85,-1.05,q
0.85,-1,q
0.85,-0.95,q
0.85,-0.9,q
0.85,-0.85,q
0.85,-0.8,q
0.85,-0.75,q
0.85,-0.7,q
0.85,-0.65,q
0.85,-0.6,q
0.85,-0.55,q
0.85,-0.5,c
0.85,-0.45,c
0.85,-0.4,c
0.85,-0.35,c
0.85,-0.3,c
0.85,-0.25,c
0.85,-0.2,c
0.85,-0.15,c
0.85,-0.1,c
0.85,-0.05,c
0.85,0,c
0.85,0.05,c
0.85,0.1,c
0.85,0.15,c
0.85,0.2,c
0.85,0.25,c
0.85,0.3,c
0.85,0.35,c
0.85,0.4,c
0.85,0.45,c
0.85,0.5,c
0.85,0.55,q
0.85,0.6,q
0.85,0.65,q
0.85,0.7,q
0.85,0.75,q
0.85,0.8,q
0.85,0.85,q
0.85,0.9,q
0.85,0.95,q
0.85,1,q
0.85,1.05,q
0.85,1.1,q
0.85,1.15,q
0.85,1.2,q
0.85,1.25,q
0.9,-1.25,q
0.9,-1.2,q
0.9,-1.15,q
0.9,-1.1,q
0.9,-1.05,q
0.9,-1,q
0.9,-0.95,q
0.9,-0.9,q
0.9,-0.85,q
0.9,-0.8,q
0.9,-0.75,q
0.9,-0.7,q
0.9,-0.65,q
0.9,-0.6,q
0.9,-0.55,q
0.9,-0.5,q
0.9,-0.45,q
0.9,-0.4,c
0.9,-0.35,c
0.9,-0.3,c
0.9,-0.25,c
0.9,-0.2,c
0.9,-0.15,c
0.9,-0.1,c
0.9,-0.05,c
0.9,0,c
0.9,0.05,c
0.9,0.1,c
0.9,0.15,c
0.9,0.2,c
0.9,0.25,c
0.9,0.3,c
0.9,0.35,c
0.9,0.4,c
0.9,0.45,q
0.9,0.5,q
0.9,0.55,q
0.9,0.6,q
0.9,0.65,q
0.9,0.7,q
0.9,0.75,q
0.9,0.8,q
0.9,0.85,q
0.9,0.9,q
0.9,0.95,q
0.9,1,q
0.9,1.05,q
0.9,1.1,q
0.9,1.15,q
0.9,1.2,q
0.9,1.25,q
0.95,-1.25,q
0.95,-1.2,q
0.95,-1.15,q
0.95,-1.1,q
0.95,-1.05,q
0.95,-1,q
0.95,-0.95,q
0.95,-0.9,q
0.95,-0.85,q
0.95,-0.8,q
0.95,-0.75,q
0.95,-0.7,q
0.95,-0.65,q
0.95,-0.6,q
0.95,-0.55,q
0.95,-0.5,q
0.95,-0.45,q
0.95,-0.4,q
0.95,-0.35,q
0.95,-0.3,c
0.95,-0.25,c
0.95,-0.2,c
0.95,-0.15,c
0.95,-0.1,c
0.95,-0.05,c
0.95,0,c
0.95,0.05,c
0.95,0.1,c
0.95,0.15,c
0.95,0.2,c
0.95,0.25,c
0.95,0.3,c
0.95,0.35,q
0.95,0.4,q
0.95,0.45,q
0.95,0.5,q
0.95,0.55,q
0.95,0.6,q
0.95,0.65,q
0.95,0.7,q
0.95,0.75,q
0.95,0.8,q
0.95,0.85,q
0.95,0.9,q
0.95,0.95,q
0.95,1,q
0.95,1.05,q
0.95,1.1,q
0.95,1.15,q
0.95,1.2,q
0.95,1.25,q
1,-1.25,q
1,-1.2,q
1,-1.15,q
1,-1.1,q
1,-1.05,q
1,-1,q
1,-0.95,q
1,-0.9,q
1,-0.85,q
1,-0.8,q
1,-0.75,q
1,-0.7,q
1,-0.65,q
1,-0.6,q
1,-0.55,q
1,-0.5,q
1,-0.45,q
1,-0.4,q
1,-0.35,q
1,-0.3,q
1,-0.25,q
1,-0.2,q
1,-0.15,q
1,-0.1,q
1,-0.05,q
1,0,q
1,0.05,q
1,0.1,q
1,0.15,q
1,0.2,q
1,0.25,q
1,0.3,q
1,0.35,q
1,0.4,q
1,0.45,q
1,0.5,q
1,0.55,q
1,0.6,q
1,0.65,q
1,0.7,q
1,0.75,q
1,0.8,q
1,0.85,q
1,0.9,q
1,0.95,q
1,1,q
1,1.05,q
1,1.1,q
1,1.15,q
1,1.2,q
1,1.25,q
1.05,-1.25,q
1.05,-1.2,q
1.05,-1.15,q
1.05,-1.1,q
1.05,-1.05,q
1.05,-1,q
1.05,-0.95,q
1.05,-0.9,q
1.05,-0.85,q
1.05,-0.8,q
1.05,-0.75,q
1.05,-0.7,q
1.05,-0.65,q
1.05,-0.6,q
1.05,-0.55,q
1.05,-0.5,q
1.05,-0.45,q
1.05,-0.4,q
1.05,-0.35,q
1.05,-0.3,q
1.05,-0.25,q
1.05,-0.2,q
1.05,-0.15,q
1.05,-0.1,q
1.05,-0.05,q
1.05,0,q
1.05,0.05,q
1.05,0.1,q
1.05,0.15,q
1.05,0.2,q
1.05,0.25,q
1.05,0.3,q
1.05,0.35,q
1.05,0.4,q
1.05,0.45,q
1.05,0.5,q
1.05,0.55,q
1.05,0.6,q
1.05,0.65,q
1.05,0.7,q
1.05,0.75,q
1.05,0.8,q
1.05,0.85,q
1.05,0.9,q
1.05,0.95,q
1.05,1,q
1.05,1.05,q
1.05,1.1,q
1.05,1.15,q
1.05,1.2,q
1.05,1.25,q
1.1,-1.25,q
1.1,-1.2,q
1.1,-1.15,q
1.1,-1.1,q
1.1,-1.05,q
1.1,-1,q
1.1,-0.95,q
1.1,-0.9,q
1.1,-0.85,q
1.1,-0.8,q
1.1,-0.75,q
1.1,-0.7,q
1.1,-0.65,q
1.1,-0.6,q
1.1,-0.55,q
1.1,-0.5,q
1.1,-0.45,q
1.1,-0.4,q
1.1,-0.35,q
1.1,-0.3,q
1.1,-0.25,q
1.1,-0.2,q
1.1,-0.15,q
1.1,-0.1,q
1.1,-0.05,q
1.1,0,q
1.1,0.05,q
1.1,0.1,q
1.1,0.15,q
1.1,0.2,q
1.1,0.25,q
1.1,0.3,q
1.1,0.35,q
1.1,0.4,q
1.1,0.45,q
1.1,0.5,q
1.1,0.55,q
1.1,0.6,q
1.1,0.65,q
1.1,0.7,q
1.1,0.75,q
1.1,0.8,q
1.1,0.85,q
1.1,0.9,q
1.1,0.95,q
1.1,1,q
1.1,1.05,q
1.1,1.1,q
1.1,1.15,q
1.1,1.2,q
1.1,1.25,q
1.15,-1.25,q
1.15,-1.2,q
1.15,-1.15,q
1.15,-1.1,q
1.15,-1.05,q
1.15,-1,q
1.15,-0.95,q
1.15,-0.9,q
1.15,-0.85,q
1.15,-0.8,q
1.15,-0.75,q
1.15,-0.7,q
1.15,-0.65,q
1.15,-0.6,q
1.15,-0.55,q
1.15,-0.5,q
1.15,-0.45,q
1.15,-0.4,q
1.15,-0.35,q
1.15,-0.3,q
1.15,-0.25,q
1.15,-0.2,q
1.15,-0.15,q
1.15,-0.1,q
1.15,-0.05,q
1.15,0,q
1.15,0.05,q
1.15,0.1,q
1.15,0.15,q
1.15,0.2,q
1.15,0.25,q
1.15,0.3,q
1.15,0.35,q
1.15,0.4,q
1.15,0.45,q
1.15,0.5,q
1.15,0.55,q
1.15,0.6,q
1.15,0.65,q
1.15,0.7,q
1.15,0.75,q
1.15,0.8,q
1.15,0.85,q
1.15,0.9,q
1.15,0.95,q
1.15,1,q
1.15,1.05,q
1.15,1.1,q
1.15,1.15,q
1.15,1.2,q
1.15,1.25,q
1.2,-1.25,q
1.2,-1.2,q
1.2,-1.15,q
1.2,-1.1,q
1.2,-1.05,q
1.2,-1,q
1.2,-0.95,q
1.2,-0.9,q
1.2,-0.85,q
1.2,-0.8,q
1.2,-0.75,q
1.2,-0.7,q
1.2,-0.65,q
1.2,-0.6,q
1.2,-0.55,q
1.2,-0.5,q
1.2,-0.45,q
1.2,-0.4,q
1.2,-0.35,q
1.2,-0.3,q
1.2,-0.25,q
1.2,-0.2,q
1.2,-0.15,q
1.2,-0.1,q
1.2,-0.05,q
1.2,0,q
1.2,0.05,q
1.2,0.1,q
1.2,0.15,q
1.2,0.2,q
1.2,0.25,q
1.2,0.3,q
1.2,0.35,q
1.2,0.4,q
1.2,0.45,q
1.2,0.5,q
1.2,0.55,q
1.2,0.6,q
1.2,0.65,q
1.2,0.7,q
1.2,0.75,q
1.2,0.8,q
1.2,0.85,q
1.2,0.9,q
1.2,0.95,q
1.2,1,q
1.2,1.05,q
1.2,1.1,q
1.2,1.15,q
1.2,1.2,q
1.2,1.25,q
1.25,-1.25,q
1.25,-1.2,q
1.25,-1.15,q
1.25,-1.1,q
1.25,-1.05,q
1.25,-1,q
1.25,-0.95,q
1.25,-0.9,q
1.25,-0.85,q
1.25,-0.8,q
1.25,-0.75,q
1.25,-0.7,q
1.25,-0.65,q
1.25,-0.6,q
1.25,-0.55,q
1.25,-0.5,q
1.25,-0.45,q
1.25,-0.4,q
1.25,-0.35,q
1.25,-0.3,q
1.25,-0.25,q
1.25,-0.2,q
1.25,-0.15,q
1.25,-0.1,q
1.25,-0.05,q
1.25,0,q
1.25,0.05,q
1.25,0.1,q
1.25,0.15,q
1.25,0.2,q
1.25,0.25,q
1.25,0.3,q
1.25,0.35,q
1.25,0.4,q
1.25,0.45,q
1.25,0.5,q
1.25,0.55,q
1.25,0.6,q
1.25,0.65,q
1.25,0.7,q
1.25,0.75,q
1.25,0.8,q
1.25,0.85,q
1.25,0.9,q
